Source,Summary
"Marketing: And this would, could get a button in it which would send a signal to the remote which would then beep.",1
Project Manager: Yes of course it will be a we get a if it works we can get aftersales.,0
Marketing: I would give that a three.,1
Project Manager: S Any other questions or comments to be discuss?,0
Project Manager: We need the advanced chip.,1
"Project Manager: other things were we were hoping to use rubber, most likely gonna be double curved, etcetera.",1
User Interface: That th there is no display there.,1
"Industrial Designer: The case le that is what I wrote first of all, could be plastic our plastic.",1
"Marketing: One two three four five, si.",0
Project Manager: If you leave out the LC display.,1
"Project Manager: Well, welcome to the kickoff meeting.",1
"Project Manager: we have got the functional design, conceptual design, detailed design which basically is the three of you.",0
"Industrial Designer: I would not have thought it'd be a problem that it went to channel six first, in like on the way to channel sixty five.",1
"Industrial Designer: we can add for example some function like for browsing in internet, so or something like that.",1
User Interface: We need to start by considering what a remote control actually is.,0
"User Interface: But you know we can we can discuss this, but it sounded like from our last meeting we really wanted something that was general, but done well.",1
Project Manager: And our target was it had to come in at under twelve fifty.,1
"Marketing: So you can pick up, use it, than I think.",1
Marketing: furthermore the learning time is a problem.,0
"Marketing: then like a locator, so you know, kind of like you have for a mobile phone or.",1
Project Manager: Aquaintance is a point we have done a bit.,0
User Interface: I think possibly it might be more useful if Kate went next.,1
Industrial Designer: Under documents in the shared folder.,1
"Project Manager: I think you can email me, if there is any more questions.",1
"Project Manager: or maybe, you are my coordinator, am I right?",1
"Project Manager: Functional is not an issue, then easy to use.",1
"User Interface: And I thought the button for teletext apar apart because it is not really options, I think.",0
"Industrial Designer: I did get a bit more done than the last time,",0
Project Manager: So we that means we need a button on th on the on the basis.,1
Industrial Designer: People'd be real upset.,0
"User Interface: We could assign any button a command to any button, if we have enough processing power,",1
"Industrial Designer: So th I think this is just like gonna be the a very outer case, which we will decide on rubber.",0
"User Interface: A pi There is that box in the TV, so with the set box you can connect internet with your TV.",0
"Project Manager: It was a management decision,",1
"Industrial Designer: So, if finally the TV breaks, you get a new one, you are gonna have to be able to tune it.",1
"Marketing: Between the age of fifteen, twenty five, most people would be willing to pay extra for voice recognition software.",1
"Marketing: No, do totally.",0
Project Manager: because your finger is on top.,0
